Machine Chest Fly,2,AMRAP
Incline Smith Machine Bench Press,3,6-12 To Failure
Flat Machine Press,3,AMRAP
Tricep Pushdown,2,AMRAP
Tricep Cable Extension,2,AMRAP
Machine Shoulder Press,2,AMRAP
Cable Lateral Raise,3,AMRAP